jd_no,text_job
1586,"The Vice President of Business Development at Selby Jennings, a Lower Middle Market Private Equity firm focused on healthcare investing, is responsible for leading deal sourcing initiatives and identifying investment opportunities within the healthcare sector. Key tasks include developing and executing business development strategies, building relationships with healthcare stakeholders (providers, payers, technology companies), conducting market research to identify trends, managing digital marketing and outbound communications, evaluating inbound deal opportunities, collaborating with the investment team on due diligence, and maintaining a CRM for tracking relationships. Required qualifications include a Bachelor's degree in finance, business, healthcare administration, or a related field (MBA preferred), proven experience in business development or investment banking in the healthcare or life sciences industry, a strong network within the healthcare sector, a deep understanding of the healthcare landscape (regulatory trends, reimbursement dynamics, emerging technologies), and exceptional communication and negotiation skills."
1587,"Job Title: Quality Engineer  
Company: Compunnel Inc.  

Core responsibilities include interpreting customer drawings and specifications, performing inspections (1st piece, last piece, in-process), evaluating nonconforming materials, and providing support to Manufacturing Engineering. The role may involve directing less senior personnel and maintaining safety compliance. Technical skills required include proficiency in Microsoft Office (Word, Outlook, Excel), effective communication, and experience with ANSI Y14.5 GD&T, blueprints, and portable Metrology Inspection and Alignment. The engineer must use a laser tracker for component alignment and apply shop math. Education requirements include a High School diploma with 8 years of experience, an Associate's Degree with 6 years, or a Bachelor's Degree with 4 years of related experience. Additional overtime may be required for weekend shifts (Friday, Saturday) for 10-12 hours with limited notice."
1588,"Job Title: Business Data Analyst  
Company: Culligan International  
Location: Hybrid – Rosemont, IL  

The Business Data Analyst supports business analytics projects by providing data-driven insights to enhance operational performance and inform strategic initiatives. Responsibilities include gathering, cleaning, and analyzing large datasets, utilizing statistical methods to identify trends, and generating reports and dashboards for stakeholders. The role involves collaborating with cross-functional teams to develop data-driven recommendations, ensuring data quality through validation processes, and employing forecasting models for strategic planning. Required qualifications include a bachelor's degree in business or a related field, over two years of experience in consumer products or services, and proficiency in data analysis tools such as SQL, Python, and R, along with familiarity with data visualization tools like Tableau or Power BI. Preferred qualifications include bilingual proficiency in English and Spanish and a master's degree in business administration or finance."
1589,"Job Title: Information Technology Risk Manager  
Location: Irving, TX (Onsite 4 days a week)  
Responsibilities include oversight of IT operational functions in enterprise application services, focusing on automation, integration, development architecture, and common services. The role involves managing data governance and data management, conducting reviews of controls and risks for first line of defense (1LOD), preparing status reports, and performing targeted assessments using industry frameworks such as NIST, ITIL, and COBIT. Responsibilities also encompass reviewing regulatory requirements, identifying and reporting risks, developing Key Risk Indicators (KRIs), managing issues, and serving as a Subject Matter Expert for second line of defense (2LOD) controls testing. Required skills include knowledge of technology and information security principles, strong data risk management experience, operational risk management, and familiarity with relevant regulations for technology and cybersecurity. The role necessitates the ability to influence without direct authority, establish relationships across the three lines of defense, and effectively communicate technical risks to various stakeholders."
1590,"Job Title: Fleet Operations Specialist  
Location: Lakewood, Colorado  
Contract Type: Contract to hire (initial 6-month assignment)  

The Fleet Operations Specialist is responsible for ensuring compliance with DOT regulations, including driver qualification files, MVRs, drug and alcohol programs, ELD and paper logs, vehicle inspections, UCR, IRP, IFTA, and audits. Key tasks include developing and implementing policies and training programs, managing vendor relationships, overseeing the Samba Safety MVR program, administering the Smith System Driver Training program, and providing support for legal and regulatory inquiries. The role requires a Bachelor’s or Associate’s degree in a relevant field or five years of direct DOT/Regulatory Compliance experience. Candidates must have at least five years of DOT/Regulatory Compliance experience and three years in automotive or fleet management, with knowledge of vehicle acquisitions, upfitting, fuel and maintenance management, telematics, and vehicle remarketing. Proficiency in Microsoft Office 365 applications, strong analytical skills, and excellent communication abilities are essential. A valid driver’s license and satisfactory driving record are required. The position involves collaboration with field representatives and the Fleet Data Analyst to create compliance oversight tools and manage the Departmental SharePoint site."
1591,"Job Title: Accounting Manager  
Company: Gray, Gray & Gray  
Responsibilities include overseeing daily accounting principles, practices, and procedures to support executive decision-making. The role involves collaboration with the internal accounting team and reporting directly to the CFO. Required skills include two to five years of relevant accounting experience. Familiarity with Foundation software is preferred but not mandatory. The position is situated within the construction industry."
1592,"The Systems Engineer at New York Air Brake, located in Watertown, NY, is responsible for identifying and defining technical requirements for electronic and mechanical brake system components, gathering customer requirements, preparing technical proposals, and creating systems documentation. Key tasks include defining and performing commissioning tests, conducting functional and software verification testing, assisting senior engineers, developing interface communication documents, and performing system-level Failure Modes Effects and Criticality Analysis (FMECA). Required skills include a solid understanding of rail braking operation and design, requirements analysis, engineering analysis (fluid dynamics, electrical, software), configuration management, and proficiency in Microsoft Office. A Bachelor's Degree in an engineering-related field and 2-5 years of relevant engineering experience are preferred. The role involves adherence to quality, safety, and regulatory compliance standards, as well as project management skills, effective communication, analytical thinking, teamwork, adaptability, and customer orientation. The base pay range for this position is $80,560 to $120,840 USD."
1593,"The Chief Information Security Officer (CISO) at First Financial Bank is responsible for establishing and maintaining an enterprise information security management program, ensuring the protection of information assets, and managing information security risks to meet compliance and regulatory requirements. Key responsibilities include developing and monitoring a comprehensive security and cyber risk management program, overseeing the information security organization, implementing security policies and procedures, managing third-party security risks, and reporting on the security program's status to senior management and the board. Required qualifications include a Master's degree or equivalent experience in Information Systems or related fields, over 10 years in Information Security with significant technical leadership, and professional certifications such as CISSP or CISA. The role demands strong communication skills, knowledge of legal and regulatory requirements (e.g., SOX, HIPAA), and the ability to manage budgets and multiple priorities. Technologies and frameworks relevant to this position include NIST and ITIL, with a focus on risk management and compliance. The CISO will also coordinate with various departments, manage cybersecurity incidents, and develop a breach incident response program."
1594,"Job Title: OT SCADA Engineer  
Company: Ørsted  

The OT SCADA Engineer will work within the Operational Engineering team, focusing on the reliability and security of renewable energy assets, specifically wind farms. Responsibilities include onboarding existing and new sites into the global Operational Technology (OT) organization, driving cybersecurity initiatives, troubleshooting OT systems, and collaborating with internal and external suppliers to implement solutions. Required skills include strong knowledge of SCADA, OT, and IT systems, with at least 4 years of relevant experience. The role involves analyzing system processes, maintaining OT system integrity through preventive maintenance and lifecycle management, and effective communication with various stakeholders. The position requires travel to asset locations for equipment work and team meetings in the US and Europe."
1595,"Job Title: CBA - Aircraft Mechanic III - P-3/C-130 - Avionics Technician  
Location: Point Mugu, CA  
Company: V2X Inc  

Responsibilities include directing and mentoring lower-level employees, diagnosing and troubleshooting avionics system malfunctions, performing preventative maintenance, and ensuring compliance with government and OSHA safety standards. Technicians must maintain logs and records, interact with various personnel to resolve issues, and keep work areas clean. Required technical skills include in-depth knowledge of aircraft avionics systems, operation of ground support equipment, and familiarity with maintenance manuals and technical directives. Minimum qualifications include 10 years of aircraft maintenance support experience, 5 years of experience with specific aircraft types, and 3 years of relevant experience within the last 7 years. Preferred qualifications include experience as a Quality Assurance Representative, a high school diploma, a valid driver's license, and eligibility for a secret level clearance. Physical requirements include the ability to lift up to 50 pounds, work in various environmental conditions, and operate machinery and tools. Compensation is $50.16 per hour, with benefits including healthcare, retirement plans, and paid time off."
1596,"Job Title: Early Childhood Teacher - Layne Elementary School (2024-2025)

Responsibilities include providing educational services to preschool-aged children in accordance with state and federal guidelines, implementing developmentally appropriate curriculum, administering and scoring student assessments, conducting home visits, and facilitating health-related screenings. Required qualifications include Kentucky certification for Early Childhood Education and relevant experience as mandated by the Board. The position entails 187 days of work at 7.5 hours per day, with a salary range of $50,459.16 to $100,539.82 based on board-approved salary placement rules. Only current Jefferson County Public Schools (JCPS) certified employees are eligible to apply, and transfer requests must be submitted by April 24, 2024."
1597,"Job Title: Director HR, Digital Health  
Company: Alcon  

The Director of HR for Digital Health at Alcon is responsible for collaborating with global leaders to enhance the digital impact and develop foundational services for customer-facing digital products. Key responsibilities include applying project management techniques to define the digital operating model, advising senior management on HR matters, implementing HR strategies focused on talent management and employee engagement, and mentoring global leaders on HR practices. The role requires experience in the digital and technology space, knowledge of HR management practices and employment legislation, and the ability to analyze HR data for business insights. A Bachelor’s degree or equivalent experience and fluency in English are required, along with a minimum of 10 years of relevant experience. The position involves 15% travel and offers relocation assistance."
1598,"BioServe Space Technologies at the University of Colorado Boulder seeks a Temporary Researcher for system and network administration and software development related to space flight hardware projects. Key responsibilities include maintaining and configuring computer systems, servers, and network infrastructure, as well as developing software for space flight hardware. Required technical skills include strong knowledge of Linux server and Windows client operations, with preferred experience in software development using C, C++, and Python. Familiarity with SQL Server and database management is advantageous. The position requires the ability to work in a fast-paced environment, attention to detail, and flexibility to work outside standard hours. A Bachelor's degree in a related field and at least 5 years of experience in system or network administration, along with 3 years in software development, are preferred. Experience in space life science research and hardware development is also beneficial. This part-time, temporary role averages up to 20 hours per week, with a pay range of $25.00 - $50.00 per hour. Applications must be submitted through CU Boulder Jobs by May 8, 2024."
1599,"Job Title: Pest Control Technician  
Company: Arrow Exterminators  

Responsibilities include providing pest control services to residential and commercial customers using an Integrated Pest Management (IPM) approach, assessing pest problems, identifying insects and conducive conditions, devising personalized solutions, collecting service payments, and maintaining equipment and vehicle. Required qualifications include a high school diploma or equivalent, a valid driver's license, and the ability to pass state regulatory licensing/certification exams. No prior experience is necessary as training will be provided. The position involves working at least 40 hours per week. The company offers a company vehicle, medical, dental, and vision insurance, 401(k) with company match, paid time off, and other benefits. The role operates within the pest control industry, specifically focusing on pest and termite control services across multiple states."
1600,"Job Title: Volunteer

Responsibilities include providing companionship and support to hospice patients and their families, enhancing their emotional and spiritual well-being. Required skills include empathy, communication, and the ability to engage with patients. The role involves regular visits to patients, offering respite for caregivers and fostering a supportive environment. Volunteers must be at least 18 years old and will undergo an application process that includes an interview, background check, drug screening, fingerprinting, and TB test. Orientation and ongoing support will be provided. This opportunity is associated with the home health, palliative, and hospice care sectors."
1601,"Job Title: Nurse - LPN - LTC  
Company: Solomon Page  

Licensed Practical Nurses (LPNs) are needed to provide basic medical care under the direction of a Registered Nurse in Springfield, Vermont, for a 13-week duration starting on 04/08/2024. Responsibilities include recording patient notes, developing documentation of medical history and care, checking vital signs, and assisting patients with eating and hygiene. Required qualifications include a current Vermont nursing license, effective communication skills, teamwork abilities, and problem-solving skills. The position involves standing or walking for extended periods. Estimated gross weekly pay is $712, with an additional stipend of $300."
1602,"Job Title: Analyst Sr.-Functional (Project Manager/ Business Analyst)  
Company: Westlake  

Responsibilities include implementing, designing, configuring, and supporting SharePoint applications, gathering and organizing business requirements, analyzing data needs, performing systems analysis and design, and supporting system development, testing, and delivery for various applications including SharePoint, Nintex, Enablon, and Cority. Key tasks involve facilitating meetings to document procedures, creating data models, modifying applications, coordinating quality assurance efforts, creating user documentation, providing user training, and managing consultant staff. Required skills include a minimum of 7 years of experience as a business or project analyst, proficiency in SharePoint and Nintex, strong project management skills (PMP certification preferred), and experience with Health, Safety, and Environmental management systems. The role demands excellent communication skills and a thorough understanding of enterprise application integration. Physical demands include frequent sitting, standing, and walking, with occasional lifting of up to 10 pounds. The work environment is primarily office-based with moderate noise levels and may require personal protective equipment in operational units. Occasional travel (up to 25%) may be required."
1603,"Job Title: System Administrator (Mid-Level)  
Company: Deloitte  

Core responsibilities include supporting, designing, maintaining, and monitoring internal and external networks, implementing and managing systems, applications, security, and network configurations, resolving network performance issues, establishing disaster recovery plans, recommending upgrades, patches, and new applications, and providing technical support to users. Required technical skills include a working knowledge of networking concepts, distributed computing environments, routing, firewalls, and client/server applications, along with experience in troubleshooting and issue resolution methodologies. The position requires a BA/BS or MA/MS degree, 3 to 10 years of system administration experience, and an active Top Secret clearance with SCI eligibility. The role operates within Deloitte's Government and Public Services Cyber Practice, which serves federal, state, and local government clients, focusing on cyber security solutions across various verticals, including Strategy, Defense and Response, Identity, Infrastructure, Data, and Application Security."
1604,"Job Title: Producer/Programmer for Senior Internet Radio Station Nostalgic Radio  
Organization: I Did Something Good Today Foundation (IDSGT Foundation)  

Responsibilities include collaborating with the programming team to develop radio segments and shows, researching and gathering content such as music and interviews, assisting in scriptwriting and post-production tasks, and coordinating with segment hosts and voiceover artists. Staying updated on industry trends and music licensing regulations is essential for improving programming.  

Required skills include a passion for vintage music and classic radio shows, strong organizational and time management abilities, and effective communication and collaboration skills. Experience in radio production or programming is preferred, and knowledge of audio editing software and production tools is a plus.  

This role involves creating engaging content that resonates with a senior audience, focusing on music and programming from the 1940s to the 1970s."
1605,"Job Title: Japanese Content Writer  
Company: Bravens Inc.  
Location: Austin, TX (100% Remote)  
Duration: Long Term Contract  
Education: Master’s Degree  
Languages: Proficient in Japanese or German  

Core Responsibilities: Write and deliver project data with high quality and timeliness; learn new project requirements; communicate in project forums; optimize processes; interpret customer feedback; generate project analysis reports; adapt to changes in project policies.  

Required Skills: Excellent written and verbal communication; proficiency in computer use; strong analytical thinking; independent decision-making; ability to work with minimal supervision; team player with interpersonal skills; teaching experience preferred; strong work ethic.  

Technologies/Methodologies: Familiarity with data management processes; experience in content writing; ability to review and record quarterly results; understanding of local cultures."
1606,"Job Title: Remote Provider Enrollment Specialist (Indiana Residents Only)  
Company: TEKsystems  
Pay: $17-18/hr  

Core responsibilities include assisting with the full range of provider enrollment processes, responding to enrollment inquiries, and resolving claims issues. The role primarily involves extracting reports from systems and tracking data in Excel, emphasizing accuracy to prevent significant revenue losses.  

Required qualifications include a minimum of 1 year of back-office medical office or healthcare experience, specifically in handling health insurance, including understanding copays, deductibles, and medical terminology. Candidates must demonstrate the ability to navigate multiple systems simultaneously.  

Technical skills required include proficiency in Excel and familiarity with healthcare enrollment processes. The position operates within the healthcare industry, focusing on provider enrollment with various payers."
1607,"Job Title: Finance Support Manager  
Core Responsibilities: Oversee financial operations of the business unit, gain leadership experience, collaborate with sales and operations teams, and engage in forecasting and month-end close for a $1.5 billion budget. Transition into a Business Unit Finance Manager role within 12 months, with potential advancement to area director.  
Required Skills: 3-5 years of experience in Finance and Accounting, ambition for leadership growth, geographical mobility for relocation post-training, and comfort working with a blue-collar workforce.  
Preferred Skills: MBA or equivalent education focused on leadership development.  
Technologies/Methodologies: Financial forecasting, month-end close processes.  
Industry Context: Finance and Accounting within a business unit setting."
1608,"Job Title: READI Job Coach  
Location: 5715 W. Belmon, Chicago  
Shift: Monday to Friday  

Responsibilities include managing a caseload of approximately 15 participants, providing individual coaching and personal development through trauma-informed and restorative justice approaches, facilitating cognitive-behavioral therapy groups, and conducting weekly one-on-one coaching sessions. The role involves performing career assessments, connecting participants with employment and training opportunities, leading job readiness instruction, and supporting job retention efforts. Required skills include knowledge of workforce development, cognitive-behavioral therapy, and trauma-informed care, along with proficiency in Microsoft Office and other software. A Bachelor’s degree in social work or psychology is preferred, along with a minimum of three years of experience in case management or coaching, particularly with at-risk populations. The work environment is flexible, requiring adaptability to various locations and schedules across the Chicago area. Physical demands include the ability to communicate effectively, perform tasks involving standing, walking, and lifting up to 25 pounds."
1609,"Job Title: Ultrasound Tech - Traveler  
Location: Portland, ME  
Shift: 8:30 AM - 5:00 PM  
Start Date: 05/13/2024  
Assignment Length: 18 Weeks  
Estimated Gross Weekly Wage: $3355  

Responsibilities include conducting diagnostic ultrasound examinations, producing high-quality images, and providing accurate interpretations to assist in patient diagnosis and treatment planning. Required qualifications include a valid RDMS license and at least one year of relevant experience. Strong clinical skills and the ability to collaborate effectively within a multidisciplinary healthcare team are essential. Compliance with Covid-related requirements is necessary. Candidates must submit a resume, references, a skill checklist, proof of licensure, and a Covid card."
1610,"Job Title: Supervisor Clinic Office II-Occupational Health  
Company: UnityPoint Health  

Responsible for daily coordination and supervision of clerical staff and office functions in occupational medicine clinics. Duties include managing timekeeping for clerical and medical staff, tracking PTO and CME expenses, processing reimbursement requests, and serving as Systoc (EMR) support. Supervision responsibilities encompass recruitment, hiring, training, performance evaluation, and compliance monitoring of clerical staff. Coordinates patient scheduling and medical staff schedules, evaluates and improves scheduling processes, and ensures compliance with safety plans and operational directives. Requires a high school diploma (associate degree preferred) and five years of experience in clinical support staff leadership. A valid driver's license is necessary for travel between clinics."
1611,"Job Title: Retail Sales and Store Support  
Company: Acme Markets  

Core responsibilities include maintaining store cleanliness and organization, replenishing shelves, arranging flowers, preparing produce, and receiving freight, while interacting with customers. Required skills include customer service, teamwork, and a willingness to learn. The role involves working in a grocery retail environment, contributing to a diverse and inclusive workforce. Technologies and tools used may include inventory management systems and point-of-sale systems. Acme Markets operates under the Albertsons Companies, which includes various retail banners and operates over 2,200 stores across 34 states and the District of Columbia. The company focuses on community engagement and has contributed over $200 million in food and financial support in 2022."
1612,"Job Title: Help Desk Analyst  
Location: Miramar, FL 33025  
Schedule: Monday-Friday, 8am-5pm, On-Site  
Experience: 1-3 years  

The Help Desk Analyst provides Tier 1 onsite and remote end-user support, serving as the primary contact for problem and informational calls within the Department of Information Technology. Responsibilities include answering helpdesk calls, chats, tickets, voicemails, and emails, determining the nature of user issues, prioritizing them, creating helpdesk tickets, and striving for first call resolution. If unresolved, issues are reassigned to Tier 2 support. The role requires maintaining proficient knowledge of various systems, hardware, software, and database applications, troubleshooting PC/laptop, printer, and software/hardware problems, and closing helpdesk tickets with communicated resolutions. The analyst tracks all interactions using Help Desk software, adheres to defined call flow and ticket resolution processes, and may recommend policy changes. Required skills include familiarity with helpdesk software and strong customer service abilities."
1613,"Job Title: 2nd Shift Production Supervisor  
Company: Westlake Pipe & Fittings  

Responsibilities include overseeing barcode personnel and production, ensuring adherence to barcode procedures, training new employees, coordinating product movement, managing quality complaints, and performing safety audits. Required skills include leadership in manufacturing, inventory management, attention to detail, and time management. Candidates should have a High School Diploma or equivalent, with 3+ years of leadership experience in a manufacturing environment, knowledge of barcoding processes, and familiarity with pipe fittings. Proficiency in Continuous Improvement methodologies (TPM, WCM, LEAN) and intermediate PC skills (Word, Excel, PowerPoint, SharePoint, Outlook, ERP Systems) are necessary. Physical demands include lifting up to 25 pounds, operating pallet jacks, and standing for extended periods. The work environment is a general factory setting with exposure to heat, cold, noise, dust, and industrial vehicles."
1614,"The Southwest Director of Sales Consultant will report to the Executive Vice President and be based in Las Vegas, NV or Scottsdale, AZ, overseeing sales in Nevada and Arizona for the SBBR portfolio of brands. Responsibilities include developing and implementing the annual operating plan, managing relationships with distributors, achieving volume and distribution goals across all trade channels, and overseeing a team of merchandising representatives. The role requires managing budgets, ensuring compliance with state and company policies, and executing merchandising objectives. Required qualifications include 10+ years of sales experience in the alcoholic beverage industry, existing relationships with Southern Glazers, a BA degree or equivalent experience, proficiency in Microsoft Excel, Gmail, Word, and PowerPoint, and strong problem-solving and negotiation skills. The position demands the ability to work independently and in a team, as well as a highly developed entrepreneurial spirit."
1615,"Job Title: Quality Assurance Manager  
Location: Mason City, IA  

The Quality Assurance Manager will oversee quality systems and product quality across multiple manufacturing locations, ensuring regulatory compliance and leading quality initiatives. Responsibilities include monitoring and improving quality systems, managing root cause analysis and corrective actions, preparing for quality audits, and developing key performance indicators. The role requires collaboration with corporate quality leads, plant management, and R&D for trial activities. Candidates must have a Bachelor’s degree (preferably in a science field), 3-5 years of experience in manufacturing quality management, and a background in regulated environments (FDA, GFSI, BRC). Proficiency in Microsoft Office (Word, Excel, PowerPoint, Outlook) is required, with preferred skills including quality certifications, Lean/Six Sigma experience, and familiarity with Power BI and statistical analysis. The position involves desk work with up to 15% time spent on the manufacturing floor and may require oversight of multiple sites within a three-hour radius. Benefits include medical coverage from day one, paid holidays, personal days, vacation, 401K, profit sharing, and bonus potential."
1616,"Job Title: Food Service Director  
Salary: $75,000  

The Food Service Director is responsible for managing dining operations within the Student Nutrition division, which serves over 350 school districts in the U.S. Key responsibilities include leading and developing teams, ensuring compliance with safety and sanitation standards, managing budgets and financial performance, and maintaining effective client relationships. Required qualifications include a minimum of 4 years of experience, with 1-3 years in a management role, and a Bachelor's degree or equivalent experience. Essential skills include strong communication, customer service, and the ability to collaborate across departments. The role involves implementing food service plans, overseeing food production and distribution, and ensuring compliance with operational standards. Familiarity with K-12 food service operations is necessary. The position requires the ability to lift up to 50 lbs and stand for extended periods."
1617,"Job Title: QC Analyst  
Location: Winchester, KY  
Job#: 2021242  

The QC Analyst is responsible for Environmental Monitoring sampling, analysis, and microbiological testing to support Phase I/II GMP manufacturing in a biotech CDMO. Key tasks include monitoring surfaces, air quality, and utilities in ISO 5, 7, and 8 cleanrooms, conducting media fills, and performing bioburden and membrane filtration testing. The role requires collaboration with manufacturing and QA teams to coordinate environmental monitoring and resolve quality issues. Required qualifications include an Associate's degree in a Life Sciences discipline, 2 years of cGMP Quality Control experience, proficiency in Microsoft Excel and Word, and familiarity with Good Manufacturing Practices (cGMPs). Experience with LIMS or MODA for data entry and reporting is preferred. Flexibility for off-hour or weekend work is necessary."
1618,"Job Title: Maintenance Technician II  
Company: Waterton  

The Maintenance Technician II is responsible for completing resident service requests and repairs, conducting preventative maintenance, and preparing apartments for occupancy through the make-ready process, which includes inspections and repairs related to electrical, HVAC, plumbing, and appliances. The role also involves maintaining community cleanliness and safety. Required skills include experience in building maintenance or skilled trades, strong problem-solving abilities, and excellent customer service. Familiarity with apartment maintenance technology and systems is preferred, along with EPA-CFC certification and EPA-LBP certification for properties built before 1978. The position utilizes safety measures to ensure a hazard-free work environment."
1619,"Job Title: Auto Body Technician  
Company: Caliber Collision  
Location: Mt Juliet  

Core responsibilities include performing collision repairs, utilizing frame equipment, and conducting structural body repairs. Required technical skills include proficiency in collision repair techniques and the ability to read and understand instructions, written estimates, and work orders. Candidates must have at least 2 years of experience as a collision repair technician, with I-CAR and ASE certifications preferred. Proper tools for job duties are necessary, and candidates must pass pre-employment screenings, including background checks. Physical requirements involve consistent activity such as reaching, kneeling, bending, squatting, and lifting objects over 50 lbs. Effective verbal and written communication skills are essential, along with the ability to manage competing priorities in a fast-paced environment and provide customer service to both internal and external customers. The role utilizes 3M Collision Repair Products and emphasizes career growth opportunities through paid training and certifications."
1620,"The Faculty Group Practice Radiologic Patient Flow Associate at NYU Langone Health is responsible for coordinating and expediting patient movement to CT scans, MRIs, and X-rays in the emergency department. Key tasks include communicating with emergency and radiology staff regarding patient care requirements, treatment delays, and imaging prioritization, as well as utilizing the EPIC electronic medical system for tracking patients. The role involves preparing patients for imaging exams, acting as a liaison among clinical staff, resolving patient grievances, and participating in quality improvement activities. Required qualifications include an Associate's degree with two years of experience or a Bachelor's degree, proficiency in Microsoft Office, and effective communication skills. The position operates within the healthcare domain, specifically in radiology, and follows departmental protocols for patient care. The work schedule is Monday to Friday, 9 AM to 5 PM, with an annual salary range of $48,274.09 to $50,000.00."
1621,"Job Title: Commercial Roofing - Sheetmetal - Knoxville TN Area  
Company: Rackley Roofing Company, Inc.  

Responsibilities include application and repair of roofing materials, demolition of existing roofing systems, installation of EPDM, TPO, and PVC roofing systems, and maintenance of roofing and sheet metal systems. Positions range from Production/Service Laborer (no experience required) to Production/Service Skilled Roofer Assistant (2+ years of experience) and Production/Service Foreman (5+ years of experience). Required skills include the ability to use hand and power tools, complex equipment such as welders and heat guns, and adherence to safety, quality, and production procedures. Physical requirements include climbing, lifting up to 50 lbs, and working in extreme weather conditions. The company offers medical, dental, vision, life insurance, and a 401K plan."
1622,"The Apprentice Court Clerk position in the Missouri State Court System involves entry-level responsibilities in court case processing, requiring close supervision initially. Key tasks include receiving and initiating case files, reviewing legal documents, preparing warrants and court orders, managing docket control, and providing customer assistance to various stakeholders. The role necessitates knowledge of court procedures, legal terminology, and financial record-keeping within an automated case management system. Required skills include the ability to comprehend legal documents, work independently under pressure, manage time effectively, and maintain complex records. An Associate’s Degree in a related field or 60 semester hours from an accredited institution is required. The position may expose employees to disturbing evidence and potentially abusive public interactions."
1623,"The Senior Manager of Customer Segmentation Analytics at Equinix is responsible for transforming customer segmentation, tiering, and targeting methods into a cohesive enterprise model. Key tasks include defining analytics strategy, ensuring data integrity, selecting and developing analytical tools, conducting data analysis, and providing business recommendations based on insights. Required skills include over 10 years of experience in segmentation analytics, proficiency in data analysis tools such as SQL, R, and Python, and familiarity with data visualization tools like Tableau or Power BI. Candidates should have experience with CRM systems, strong analytical and strategic thinking abilities, and leadership experience managing specialized teams. Knowledge of customer acquisition, retention metrics, and industry experience in cloud computing or IT services is preferred. A bachelor's degree in a related field is preferred, with optional certifications in analytics or business intelligence."
1624,"Job Title: Licensed Practical Nurse (LPN)  
Location: Woodlands Nursing and Rehabilitation Center, Liberty Health  
Responsibilities include assisting in the direction of nursing services for the unit, delegating duties to nursing personnel, monitoring patient conditions for adverse changes, notifying physicians of emergencies and patient deaths, and implementing physician orders. Required qualifications include a high school diploma, graduation from an accredited School of Nursing, and a current valid LPN license from the North Carolina Board of Nursing, with proof of renewal every two years. Candidates must be willing to work as charge nurses, respond to emergencies, and provide quality care in geriatric nursing. CPR certification is required annually, and attendance at in-service training and staff meetings is mandatory."
1625,"Job Title: .Net Azure Architect  
Company: Diamondpick  
Responsibilities include creating visual diagrams representing architecture using the C4 model, with a focus on component diagrams, and developing rapid proof of concepts, prototypes, and demos for software teams utilizing Azure patterns. Required skills include over 10 years of experience in software development, with a preference for C#, and at least 4 years of experience with modern cloud patterns and Microsoft Azure. Strong analytical and problem-solving skills are necessary to decompose complex business requirements into technical solutions and options."
1626,"Job Title: Customer Service Representative (Bilingual-French)  
Company: Atrium  
Salary: $18 – $20/hr  

The Bilingual French Customer Service Representative is responsible for providing customer service by obtaining, analyzing, and verifying order information. Key tasks include logging customer interactions in a CRM system, answering inbound calls, troubleshooting issues, implementing customer service procedures, allocating inventory, and maintaining product knowledge. Required skills include experience in corporate customer service, proficiency in Microsoft Office Suite, strong written and verbal communication, and familiarity with CRM systems. A high school diploma or GED is required, with a bachelor's degree preferred."
1627,"Job Title: Sales Executive  
Company: BlueOutlier  
Responsibilities include maintaining and growing client accounts in the logistics industry, specifically servicing organizations in the technology sector such as medical device, electronics, and aerospace. The role involves building a book of business with a focus on both new client acquisition and account management. Required skills include strong communication and sales abilities, with an emphasis on persistence and relationship-building. Compensation includes a generous base salary, bonuses, and residual commissions based on account longevity, with top performers earning between $400k-$700k annually. Benefits include full medical coverage (70% employer-paid), matching 401k, home office support, car allowance, cell phone, laptop, and an expense account."
1628,"Job Title: Quality Auditor  
Company: Merck & Co., Inc.  

Responsibilities include maintaining expertise in GMP requirements, advising on quality-related project responsibilities, conducting independent audits of regulatory filings, resolving audit findings, identifying training needs, developing SOPs, representing GMPQ on cross-functional teams, prioritizing activities for multiple projects, and preparing for regulatory inspections. Required skills include excellent organizational abilities, effective communication, interpersonal skills for leading audits, and project management. The role involves tracking and trending GMPQ auditing activities, providing technical guidance on electronic audit tools, and supporting process improvement initiatives. Qualifications include a B.S., M.S., or PhD in a relevant science or engineering discipline, 5-10 years of experience in pharmaceutical or biotechnology quality/compliance roles, extensive knowledge of cGMPs, and skills in communication, negotiation, and problem-solving. Preferred experience includes supporting internal and external audits."
1629,"Project Manager – Innovation position at Kelly Scientific involves managing the lifecycle of pharmaceutical innovation projects related to novel excipients, adjuvants, and lipids. Responsibilities include defining project requirements, scoping, planning, implementation, and completion, while ensuring comprehensive project plans with timelines and milestones. The role requires collaboration with project teams to document requirements, assess risks, and implement mitigation measures, utilizing management tools like the stage gate process. Candidates must have a minimum of 5 years of project management experience in life sciences, familiarity with Agile, Kanban, and Six Sigma methodologies, and a degree in a technical discipline such as Chemistry or Chemical Engineering. A Project Management Professional (PMP)® Certification is preferred. Strong interpersonal and communication skills are essential for motivating diverse teams and managing competing priorities."
1630,"The Assistant Store Manager at Chico's FAS, Inc. supports the Store Manager in fostering a customer-focused sales culture, managing sales operations, asset protection, and human resources functions. Key responsibilities include analyzing sales reports and KPIs, executing business strategies, controlling payroll and supply budgets, overseeing operational activities such as scheduling and inventory management, ensuring compliance with laws and policies, and promoting visual merchandising standards. The role requires a high school diploma or equivalent, with 2+ years of retail management experience preferred, strong communication skills, proven customer service abilities, and leadership qualities. The position involves constant walking/standing, occasional lifting up to 50 lbs, and frequent climbing. A flexible work schedule, including nights, weekends, and holidays, is required."
