jd_no,text_job
151,"Fidelity Investments seeks a Senior Software Engineer for its Level 2 Production Support team within Stock Plan Services. Responsibilities include providing systems and business support in a mainframe environment, ensuring high availability and client satisfaction. Required technical skills include COBOL, DB2, CICS, JCL, MQ-Series, SQL, VSAM, and Easytrieve, along with experience in mainframe performance tuning and capacity planning using tools like Strobe and iStrobe. Familiarity with Oracle databases, File-AID, Endeavor, Intertest, Abend-AID, and Control-M is necessary. A Bachelor’s or Master’s degree in Computer Science or related field and over 6 years of mainframe development and support experience are required. Knowledge of ETL, Informatica, Java, or Python is a plus. Experience in a scaled agile delivery model and investment/financial services is preferred. Strong communication skills and the ability to work in a dynamic environment are essential."
152,"Job Title: Big Data Engineer with AWS  
Location: Philadelphia, PA; Manhattan, NY; McLean, VA  
Hiring Mode: Contract / Onsite  

Core responsibilities include developing and managing big data services utilizing AWS. Required technical skills include proficiency in AWS Cloud, Spark, and Python, with Scala experience being highly desired. Familiarity with software engineering principles is also preferred. The role is situated within the big data domain, focusing on cloud-based solutions."
153,"Job Title: Senior Software Engineer  
Company: Uber  

The Senior Software Engineer will work on the High Capacity Vehicles Matching team, focusing on network planning software, route and schedule generation, and real-time matching of riders and drivers for high-capacity vehicles. Responsibilities include designing and implementing network planning tools, addressing NP-hard routing and scheduling problems, and delivering reliable distributed systems. The role requires a BS/BE degree in Computer Science or equivalent, along with 5 years of experience in software engineering and expertise in large-scale distributed systems. Preferred qualifications include an MS or advanced degree in Computer Science, familiarity with Vehicle Routing Problem (VRP) variants, experience with Linear Programming/Mixed Integer Linear Programming (MILP), and a solid understanding of backend development. The position involves cross-functional collaboration with engineering, product, and operations teams."
154,"Job Title: Senior Solutions Architect - Global Strategic Partners (GSP), GSI Sales  
Company: Amazon  

The Senior Solutions Architect will manage customer experience issues within Amazon’s Device, Digital, and Alexa network, collaborating with technical and non-technical stakeholders to ensure timely resolutions. Core responsibilities include overseeing the resolution of widespread customer experience problems and utilizing data and metrics to drive improvements. Required qualifications include over 1 year of customer service experience and the ability to work weekends and holidays. Preferred qualifications consist of 5+ years in infrastructure architecture, database architecture, and networking, along with experience engaging with end-user or developer communities. The role involves strong written and verbal communication skills and the ability to work with diverse teams."
155,"Job Title: Senior/Staff Software Engineer - Simulation Scenario Full Stack  
Company: Zoox  

Responsibilities include developing tools for authoring, inspecting, and evaluating autonomous driving simulation scenarios, extending a web-based front-end for 3D graphical definitions, and enhancing a web back-end for interaction with simulation and autonomous driving software. Required skills include 8+ years of industry experience, proficiency in TypeScript and Python, and experience in developing web user interfaces (UI/UX). A BS in Computer Science or a related field is necessary. Bonus qualifications include experience in C++, modern web development frameworks (Vue, Three.js, React), and familiarity with simulation, game development, robotics, or autonomous vehicles. Compensation includes a salary range of $203,000 - $293,000, Amazon Restricted Stock Units (RSUs), and Zoox Stock Appreciation Rights, with benefits such as paid time off, health insurance, and disability insurance."
156,"Job Title: Java Developer  
Location: New Jersey (Summit) or New York City, NY  
Duration: 12 months, hybrid onsite 2-3 days a week  
Compensation: $65-75/hr, W2, open to relocation assistance and visa transfers  

Core responsibilities include full lifecycle development of Actimize plugins, which encompasses defining plugin requirements, designing plugin architecture, implementing, testing, documenting, deploying, and maintaining plugins. Required technical skills include 5+ years of Java development experience and 4+ years of deep experience with Actimize, specifically utilizing Actimize Case Designer and Actimize Modeler. Experience with ""ActOne-Actimize"" is preferred, and familiarity with Risk Case Manager (RCM) is ideal, though strong expertise in Actimize/plugins is acceptable."
157,"Software Engineer responsible for developing cryptography solutions for a digital cash cryptosystem, focusing on enabling universal crypto transactions within milliseconds. Required technical skills include proficiency in cryptographic algorithms, programming languages such as Python or C++, and experience with blockchain technologies. Familiarity with frameworks and methodologies relevant to secure software development is essential. The role operates within the financial technology domain, specifically in the cryptocurrency sector."
158,"The Senior Software Engineer at Cookonnect is responsible for analyzing, designing, building, and testing systems to support the company's vision of enhancing access to personal chef services. Key responsibilities include managing Agile methodologies (scrum/Kanban), leading testing and documentation of new features, developing engineering KPIs and platform metrics dashboards, and overseeing the migration from a no-code solution to a full-stack web framework. Required technical skills include proficiency in Ruby programming language and experience with Agile practices. The role involves collaborating with the CEO to set technical constraints, develop a product roadmap, and ensure product quality. Technologies used include a no-code MVP built on Bubble, with plans for a full-stack platform architecture. The position is fully remote for US-based applicants, with a salary range of $150K - $170K."
159,"Job Title: Site Reliability Engineer  
Job Type: Hybrid  
Location: Jersey City, New Jersey  

Responsibilities include supporting production environments and performing maintenance activities, including weekend work. Required skills include strong AWS experience (minimum 2-3 years) with AWS services such as EC2, EKS, and RDS, and a valid AWS Certification (Solutions Associate). Candidates should have at least 7-8 years of overall experience, proficiency in Unix and Linux, and skills in shell scripting. Knowledge of NFS, LAN, and TCP/IP is necessary. Experience with monitoring tools like DataDog and Grafana, database management with MySQL or Oracle, and scripting in Shell, Python, or Go is required. Familiarity with Docker, Kubernetes, Terraform, Jenkins, and Maven is also needed. Recent and active AWS certifications are mandatory."
160,"Job Title: .NET Developer  
Location: Jersey City, NJ (Onsite)  
Employment Type: Full Time/W2 Contract  

Core responsibilities include developing applications using C# and ASP.NET Core MVC, managing background jobs with Windows Services and Hangfire, and performing SQL development. Required technical skills encompass 8+ years of experience in .NET development, proficiency in .NET Framework, ORM using Entity Framework, and SSRS for reporting. The role involves working within the software development lifecycle and utilizing relevant frameworks and methodologies."
161,"Job Title: Sr. Data Engineer  
Company: Precision Technologies  

The Sr. Data Engineer is responsible for data engineering tasks including data ingestion, transformation, modeling, and database management. This role requires collaboration with cross-functional teams to design and implement data solutions that align with business requirements. Required qualifications include a Bachelor's degree in Computer Science, Data Science, or a related field, extensive experience in data engineering, and proficiency in programming languages such as Python, Java, or Scala. Familiarity with data integration tools like Apache Kafka, Apache NiFi, or Informatica, strong SQL skills, and knowledge of both relational and non-relational databases are essential. Experience with big data technologies such as Hadoop, Spark, or Hive, as well as cloud platforms like AWS or Azure, is also required. Understanding data governance and quality best practices is necessary, along with the ability to work effectively in a team environment. This position is on-site in Monmouth Junction, NJ, and is open to W2 candidates only."
162,"Job Title: Senior Data Scientist  
Company: Dave  

Responsibilities include collaborating with product managers, engineers, and marketing teams to research, develop, deploy, and improve machine learning (ML) solutions aimed at driving growth and enhancing user experience. Key tasks involve performing in-depth analysis of datasets, ideating ML solutions for business problems such as prediction, optimization, and segmentation, and optimizing ML models for performance on various architectures. Continuous monitoring and evaluation of model performance and communication of insights to stakeholders are also required.  

Required qualifications include a BS/MS/PhD in Computer Science, Electrical/Computer Engineering, Mathematics, Statistics, or related STEM fields, along with 4+ years of experience in modeling and machine learning, specifically in developing ML-driven products. Proficiency in Python/R and experience with ML/deep learning algorithms using frameworks like TensorFlow, PyTorch, and Spark are essential. Familiarity with cloud platforms and experience in financial services or FinTech are preferred, along with production deployment experience. Strong communication skills and the ability to work collaboratively across teams are necessary.  

The role is situated within the financial services industry, specifically within a neobank context, focusing on innovative banking solutions. Salary range is $138,000 - $222,000."
163,"Job Title: Journeyman Systems Engineer  
Company: Odyssey Systems  
Location: Hanscom AFB, MA  

The Journeyman Systems Engineer will support the HBB/Kessel Run Division of the USAF Digital Directorate, focusing on the Patriot Excalibur (PEX) software toolset for multi-domain operational tasks. Responsibilities include conducting program reviews, evaluating systems engineering processes, managing program technical baselines, preparing technical documentation, performing system validation, and providing engineering support throughout the acquisition life cycle. Required skills include experience in requirements development, architecture design, modeling and simulation (including Model Based Systems Engineering), and configuration management. Familiarity with DoD acquisition processes, network architectures, embedded systems, and cloud deployment is essential. Candidates must have a minimum of 7 years of relevant experience, including 5 years within the DoD, and must hold a Secret level clearance. A high school diploma is required, with a preference for a Bachelor's or Master's degree in a relevant engineering discipline. Experience with Electronic Warfare, Air Combat operations, and foreign ground radar is desirable."
164,"JavaFX Software Engineer position requires software design, development, integration, and testing, with a focus on object-oriented design and GUI development using JavaFX. Responsibilities include implementing interface software and developing applications for LINUX. Required qualifications include a BS in Computer Science, Computer Engineering, Electrical Engineering, or a related field, along with a minimum of 2 years of experience in JavaFX (4 years preferred). Candidates must be U.S. citizens and able to obtain a DoD secret clearance."
165,"Job Title: Software Tester  
Company: V2X Inc  

The Software Tester will support the Integrated Early Warning of Chemical, Biological, Radiological, and Nuclear (CBRN) Sensors project for the Department of Defense (DoD), ensuring software quality and reliability through testing and quality assurance processes. Responsibilities include collaborating with developers and stakeholders to understand project requirements, developing and executing test plans and cases, conducting functional, regression, integration, and user acceptance testing, and utilizing automated testing tools and frameworks like Selenium or Appium. The role requires documenting and reporting defects using issue tracking systems such as Jira or Azure DevOps, performing root cause analysis, and participating in team meetings. A Bachelor's degree in Computer Science, Engineering, or a related field is preferred, along with an active U.S. DoD Secret (or higher) level Security Clearance. Required skills include experience in software testing methodologies, proficiency in automated testing tools, familiarity with Agile methodologies, and strong analytical and communication skills."
166,"The Senior ETL Data Engineer role at Avesta Computer Services involves transforming raw data for business intelligence and supporting data platform development. Key responsibilities include translating requirements into technical designs, developing and maintaining code, executing unit tests, debugging issues, and communicating project status. Required skills include a minimum of 5 years in ETL/ELT development, proficiency in SQL, experience with the DBT framework, and familiarity with git for change management. Candidates should have at least 2 years of experience with Python and 3 years in cloud environments such as AWS, Azure, or Google. Experience in the Property & Casualty Insurance or Financial Services industry is preferred. A bachelor’s degree in computer science or equivalent experience in ELT/Analytics Engineering is required."
167,"Job Title: Software Engineer 3  
Company: Kinetix  

Responsibilities include serving as the technical lead for larger projects, establishing technical direction, and monitoring project management metrics. The role involves leadership in design, development, documentation, unit testing, and developing specifications as part of an agile/iterative software development process. Key tasks include identifying technical improvements, troubleshooting issues, conducting code reviews, and providing accurate development estimates. Required technical skills include expert knowledge of Java, Linux, Google Cloud Platform, and cloud-based microservices architecture, with additional skills in database scripting (Oracle, PostgreSQL, SQL Server), Web Services, TCP/IP, and embedded software programming being advantageous. Experience with agile methodologies and knowledge of AMI and Smart Grid Systems is preferred. A B.S. in Computer Science or a related field and 4-7 years of extensive software development experience are required. The position necessitates effective communication, team leadership, mentoring junior engineers, and the ability to work on complex R&D projects independently."
168,"Job Title: Junior AI/ML Software Engineer  
Company: ECS  

Responsibilities include integrating Azure AI services with existing solutions, identifying opportunities to leverage OpenAI/ML technologies for USPS OIG processes, and designing, developing, testing, and maintaining Azure AI/ML software applications. The role involves collaborating with solution architects, supporting internal customers with AI capabilities, adhering to safety and security policies, and producing process documentation. Required skills include U.S. citizenship or Green Card status, ability to obtain a Public Trust Clearance, three or more years of experience in data analysis and AI software development, strong knowledge of Microsoft Azure AI, and experience in Agile environments using tools like MS DevOps. Proficiency in coding languages such as Python, C++, and Java is necessary, along with experience in Cognitive Services, Search, and Azure OpenAI models. The position requires effective communication skills, attention to detail, and the ability to work independently or in teams within a government context."
169,"Job Title: Systems Engineer (NASA HHPC - Johnson Space Center)  
Company: Leidos  

The Systems Engineer will lead systems engineering efforts for NASA's Human Health and Performance Contract at the Johnson Space Center, focusing on exploration missions including Gateway, lunar, and Mars projects. Responsibilities include managing system requirements, verification, and validation, defining system architecture and interfaces, leading integration efforts, and participating in testing and design reviews. Required qualifications include a Bachelor's Degree in Engineering or a related discipline, 8+ years of experience in leading complex technical projects involving hardware and software, and proficiency in MS Office Suite. Preferred qualifications include experience with Development Assurance, Certification and Safety Analysis, knowledge of Model Based Systems Engineering (MBSE), and prior experience with NASA programs. US Citizenship or Permanent Residency and the ability to obtain a Public Trust Security Clearance are mandatory."
170,"Job Title: .NET Developer  
Company: Ledgent Technology  
Responsibilities include developing, implementing, and testing new software features, debugging production issues, designing and generating SSRS reports, gathering business requirements, maintaining the development environment, supporting integration and QA testing, and developing test automation tools. Required technical skills include proficiency in C# (versions 8 or 9), ASP.NET (Core or 5.0), MS SQL Server, HTML, JavaScript, jQuery, CSS, and familiarity with modern JavaScript/CSS frameworks, particularly Vue.js. Application development and deployment experience in a Microsoft environment is necessary. A Bachelor's Degree in Computer Science or a related field is required."
171,"Job Title: Kubernetes DevOps Engineer  
Location: Mountain View, CA (Remote)  
Type: Contract  

Responsibilities include managing cloud infrastructure, specifically on Google Cloud Platform (GCP), with a focus on Kubernetes and distributed systems. Required skills include 4+ years of experience in cloud or infrastructure engineering, strong proficiency in Linux and shell scripting, and knowledge of cloud infrastructure concepts such as VPCs, subnets, and firewalls. Experience with Infrastructure-as-Code (IaC) and cloud security practices is essential. Proficiency in scripting or programming languages, particularly Python and shell scripting, is necessary. Strong problem-solving and troubleshooting skills are required, along with effective written and verbal communication skills suitable for a remote work environment. For senior roles, the ability to design scalable solutions and lead engineering teams on projects is expected."
172,"Job Title: Data Analyst/Project Manager  
Location: NYC, NY  
Contract Type: W2 or Independent Contractor  
Role Type: Hybrid (3 days onsite)  

Core responsibilities include building data pipelines, performing analytics, creating and maintaining SharePoint sites, and developing end-user tools. Required technical skills include 10+ years of experience in finance and project management, proficiency in KNIME (or similar software), Visual Basic for Applications (VBA), SQL, and relational database management systems. Strong proficiency in Microsoft Excel and significant experience with Microsoft Access is necessary. Additional skills for internal candidates include experience with Lynx UI, Optima Cognos Reporting Tool, and data extraction from Data Globe, specifically with data schemas such as DGSTREAM, DGFU, DGREF, and DGLOBE. A good understanding of loan data hierarchy, including Request, Credit Agreement, Facility, and GFRN in Lynx, is also required."
173,"Job Title: Cybersecurity Software Engineer  
Company: General Dynamics Mission Systems  

Requires a Bachelor’s degree in Software Engineering or a related field, or a Master’s degree, along with 2+ years of relevant experience. Preferred skills include Agile experience and proficiency in Java, C, C++, or Python. Responsibilities include developing cybersecurity software for the US Navy, creating new software components, integrating COTS tools, containerizing applications using Docker or Podman, building multi-tier software solutions, conducting unit testing, and participating in technical meetings. Knowledge of the software development lifecycle, Linux (preferably Red Hat), containerization technologies, cybersecurity best practices, and technical problem-solving for complex systems is essential. A Department of Defense Secret security clearance is preferred, and U.S. citizenship is required. The position is primarily on-site with hybrid options available. Target salary range is USD $99,812.00 - $110,729.00 per year."
174,"The Advanced Lead Control Systems Engineer at GE Aerospace is responsible for the design, development, and verification of engine control logic, application software, and system interfaces for rotorcraft and military turbofan fleets. Key responsibilities include leading teams in propulsion system simulations, control algorithm design, model-based software development, signal processing, and systems integration. Required technical skills include experience with model-based software design tools, desktop simulation, hardware-in-the-loop testing, and linear/non-linear simulations. The role involves collaboration with airframe manufacturers and military customers to define requirements and ensure compliance with certification standards from agencies such as the US Military and FAA. A minimum of GCE ‘O’ level with 3 years of relevant experience or a diploma in Mechanical/Precision/Manufacturing Engineering is preferred. Knowledge of CNC programming and the ability to read technical drawings are also essential."
175,"Job Title: Software Engineer, Lead  
Company: Quest Analytics, LLC  

Responsibilities include leading the design and architecture of the software platform, scaling the platform, developing algorithms, creating automation tools, communicating with stakeholders, mentoring team members, ensuring coding standards, and addressing technical challenges. Required technical skills include a bachelor's degree in computer science or equivalent experience, 7+ years in software development, proficiency in Microsoft .NET Framework (C#), asynchronous and parallel programming, performance optimization, SQL Server or other relational databases, REST API design and consumption, unit testing (XUnit preferred), source control systems (Git preferred), and frontend web development (HTML, CSS/Sass, and modern JavaScript frameworks, preferably React). Experience in Agile methodologies and the ability to translate high-level requirements into actionable designs is also necessary. The role is situated within the healthcare technology domain, focusing on improving healthcare access through innovative software solutions."
176,"Job Title: Senior Full Stack Developer  
Company: MNK Infotech  

Job Description: Senior Full Stack Developer position focusing on React.js and .NET, requiring 8 years of experience. Responsibilities include leading software development activities, providing technical leadership, conducting code and design reviews, coding complex features, and collaborating with development and QA teams. Required technical skills include extensive proficiency in React.js, modern JavaScript (ES6/ES7, JSX), and backend technologies such as .NET framework, C#, ASP.NET MVC/Core, Entity Framework, and RESTful API development. Knowledge of SQL Server or other relational databases and experience in implementing security measures in .NET applications are also necessary. The role operates in a hybrid model with onsite travel to Pittsburgh, PA or Harrisburg, PA once a month for 3-4 days. Full-time employment with salary and benefits including 401(k), dental, and health insurance."
177,"Job Title: Site Reliability Engineer (Remote)  
Company: WEX  

The Site Reliability Engineer (SRE) role involves developing software and solutions focused on observability, incident response, reliability, performance, operational excellence, and compliance within the Platform Reliability organization. Key responsibilities include troubleshooting complex issues across code, networking, operating systems, and storage solutions, developing automation, utilizing monitoring tools, participating in incident response, and collaborating with development teams to ensure software design meets operational requirements. Required technical skills include 2+ years of experience as a Site Reliability Engineer or in a similar role, proficiency in at least one major programming language, experience with cloud computing platforms (AWS, Azure, GCP), observability and logging technologies, and containerization technologies (Docker, Kubernetes). Familiarity with relational and NoSQL databases, infrastructure as code (preferably Terraform), RESTful API design, and tools such as Datadog, Grafana, and Splunk is advantageous. A BA/BS degree in Computer Science or a related field or equivalent experience is required. The role requires strong communication and collaboration skills and the ability to thrive in a fast-paced environment. The position includes participation in 24x7 SRE rotations and escalation workflows. Salary range is $92,000 - $122,000."
178,"Job Title: Machine Learning Engineer  
Company: Cloud Resources LLC  

Responsibilities include developing and implementing machine learning algorithms and models, analyzing large datasets, and collaborating with cross-functional teams to design and deploy machine learning solutions. Required technical skills include strong knowledge in pattern recognition and neural networks, proficiency in computer science and statistics, experience with algorithms and data structures, and hands-on experience with machine learning frameworks and libraries. Familiarity with cloud platforms and big data technologies is essential. Proficiency in programming languages such as Python or R is required. A Master's or PhD in Computer Science, Data Science, or a related field is necessary. This is a contract role based primarily in New York, NY, with some flexibility for remote work."
179,"Job Title: Software Developer - Intermediate (US)  
Location: Austin, TX  
Duration: 6 Months (Contract, Hybrid)  
Pay Rate: $46.00/hour  

Responsibilities include developing reference designs to showcase technologies for an American multinational semiconductor company, collaborating with core engineering to create user mode applications and device drivers for various systems, including networking and automotive. Key tasks involve defining and developing solutions, implementing and debugging modules, and creating proofs of concept and demos. The role requires hands-on experience in driver development using C/C++/Java and Python, debugging from application to drivers, and familiarity with Linux and its variants. Preferred qualifications include embedded Linux development, experience with real-time and multithreaded applications, and knowledge of systems programming across x86, SoC, and graphics platforms. A minimum of 5 years of experience in system software development and an engineering degree in Computer Engineering or Computer Science are required. Strong communication skills and the ability to work independently or collaboratively are essential."
180,"Job Title: Senior Software Engineer  
Location: Greater Boston Area (Hybrid: on-site 3 days/week, remote 2 days/week)  
Industry: Medical device or regulated environment  
Compensation: $140-170K base salary, 10% bonus, and benefits  
Responsibilities include developing web user interfaces and full stack applications. Required technical skills include C#, .NET, jQuery, ASP.NET, MVC, SQL, and Entity Framework, utilizing the Microsoft technology stack. A Bachelor’s degree in Computer Science or a related field is required, along with 8-10 years of relevant experience. Relocation assistance is not available, and no visa sponsorship or transfer is offered."
181,"Job Title: Senior Data Scientist  
Location: Houston, TX (4 days in-office, no remote work)  
Core Responsibilities: Lead large-scale AI/ML projects, design and implement predictive analytics and optimization initiatives, identify business opportunities for AI/ML, establish standards and best practices for the organization’s AI/ML function, and communicate complex data insights to stakeholders.  
Required Skills: Master’s or PhD in Computer Science, Statistics, or Applied Mathematics; 5-7 years of experience in data science or a related field if degree is in a non-related area; proficiency in Python or R; familiarity with machine learning libraries and frameworks; experience with data processing and visualization tools (SQL, Tableau, Power BI); full machine learning lifecycle experience including feature engineering, training, validation, deployment, and monitoring; expertise in advanced analytical techniques (descriptive statistics, machine learning, optimization, cluster analysis); experience with supervised and unsupervised machine learning techniques; familiarity with cloud computing environments (AWS, Azure, GCP) and data/ML platforms (Databricks, Spark).  
Technologies/Methodologies: Predictive analytics, machine learning, optimization, cluster analysis, data processing, and visualization tools.  
Domain Context: AI/ML in a business environment, focusing on data-driven solutions and decision-making."
182,"Job Title: Founding Product Designer  
Company: Serval  

The Founding Product Designer will collaborate with founders to develop the Serval IT ticketing and automation platform, focusing on usability and intuitive design. Responsibilities include understanding complex problem spaces, generating design ideas, creating mockups and interactive prototypes, conducting usability testing, and collaborating with engineering to address technical constraints. The role involves crafting designs from concept to pixel-perfect UI, building a scalable design system, and supporting early brand content development. Required qualifications include 5+ years of experience as an in-house product designer, proficiency in Figma, and a strong focus on detail and collaboration. Experience in B2B SaaS tools and prior startup experience is a plus. The position is based in San Francisco and requires in-person presence."
183,"Job Title: Network Engineer  
Company: Ferretti Search  

The Network Engineer will support network operations as part of the Global IT Networking Team. Responsibilities include configuring and installing network devices and services such as routers, switches, firewalls, and VPNs; performing network maintenance and system upgrades; monitoring network performance and availability; and providing level 2 and 3 support for troubleshooting networking issues. The role involves adhering to configuration and change management policies, implementing security tools and procedures in collaboration with the security team, liaising with vendors and IT personnel for problem resolution, and participating in infrastructure projects and continuous improvement processes. Required qualifications include a Bachelor’s degree, with CCNA or CCNP certification preferred, and a minimum of 3 years of experience in networking and firewall management. Essential technical skills include extensive knowledge of routing protocols, (SD)WAN, switching, wireless technologies, and strong network security expertise, with additional experience in Palo Alto firewall and Panorama considered a plus."
184,"Job Title: Junior Specialist: Full-Time Research Software Engineer  
Company: UC Santa Barbara  

The Bionic Vision Lab at UC Santa Barbara seeks a full-time research software engineer to support research initiatives focused on human, animal, and artificial vision. Responsibilities include developing and prototyping software solutions using C#/shaders and Python, enhancing the BionicVisionXR simulator in Unity, and creating software for assistive technologies and multimodal data analysis. Required qualifications include a BA/BS in computer science, engineering, robotics, or a related field, experience in software development (C/C++/C#, Python, CUDA/shaders), and familiarity with virtual or augmented reality platforms. Preferred qualifications include experience in immersive virtual/augmented reality, production-level code contributions, and interest in assistive technologies. The position requires effective communication, organization, and problem-solving skills. Application materials include a CV and contact information for 3-5 references. The anticipated start date is July 1, 2024, for a one-year term."
185,"Job Title: Senior Data Scientist  
Company: Walmart  

The Senior Data Scientist will be part of the People Analytics team, focusing on developing and implementing advanced statistical models and machine learning algorithms to analyze large datasets and provide actionable insights. Key responsibilities include collaborating with cross-functional teams to identify business problems, conducting statistical analysis and hypothesis testing, applying Bayesian inference techniques, and evaluating program ROI. Required qualifications include a Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field, with a minimum of 3 years of experience in data science, particularly in retail or e-commerce. Proficiency in building and maintaining causal inference machine learning models, familiarity with Directed Acyclic Graphs (DAGs), and experience with programming languages such as Python or R, SQL, and data visualization tools like Tableau or Power BI are essential. People Analytics experience is a plus. The role is based in Bentonville, AR."
186,"Job Title: Data Analyst  
Company: Open Systems Technologies  
Location: New York, NY  
Pay: $48/hr  

Core responsibilities include supporting NCNA and assisting Relationship Managers with account management, client data administration, product management, network administration, and business and profitability administration. The role involves administering NCNA transversal requirements, including terms and conditions. Required technical skills include proficiency in data analysis tools and methodologies relevant to financial services. Familiarity with data management frameworks and client relationship management systems is essential. The position operates within the financial industry context."
187,"Job Title: Dotnet Developer  
Location: Hybrid/onsite in Melbourne, FL or Miramar, FL  
Compensation: $55.10 - $56.45 per hour, based on experience and skills. Benefits include medical, dental, vision insurance, HSA, FSA, DCFSA options, 401k with employer matching, and paid sick leave.  

Responsibilities include designing, developing, testing, and integrating core and web applications, providing tier III technical support, and troubleshooting software and hardware issues. The role involves analyzing and modifying application systems, ensuring usability across different hardware and software configurations, and developing web security safeguards.  

Required qualifications include 5 to 8 years of experience in software analysis, design, development, testing, and deployment, with proficiency in .Net, Visual Studio, Azure DevOps Server, C#, SQL Server, Oracle, Angular, Bootstrap, CSS, SASS, JavaScript, jQuery, Blazor, React, and Node.js. Familiarity with relational databases, object-oriented programming, web services, and both Waterfall and Agile methodologies is necessary. A 4-year degree in Information Systems, Computer Engineering, or a related field, or equivalent experience is required.  

The position is within a financial institution's software development team, focusing on creating and modifying financial applications and web-based systems."
188,"Job Title: Senior Software Engineer  
Company: Pegasystems  

Responsibilities include designing, developing, deploying, and operating core runtime services within an Agile environment, engaging in platform-level design and prototyping, and refining technical solutions for business domain problems. Required technical skills include proficiency in Kotlin or Core Java, strong object-oriented design, Test Driven Development (TDD), and a solid understanding of the Software Development Life Cycle (SDLC). Familiarity with cloud technologies (e.g., AWS), Kubernetes, Docker, and CI/CD processes is advantageous. The role involves working with distributed systems concepts such as scalability, resiliency, and consistency. Technologies used include Kubernetes, Kafka, MongoDB, and Elastic Search, focusing on cloud-native architecture for high-throughput runtime platforms. A Bachelor's or Master's degree in Computer Science or a related field and a minimum of 6 years of professional experience are required."
189,"Job Title: Network Engineer  
Company: SoftSages Technology  
Location: Dallas, TX  

Responsibilities include network administration, engineering, troubleshooting, security, and design. Daily tasks involve managing and maintaining network infrastructure, analyzing and resolving network issues, implementing security measures, and designing network solutions. Required technical skills include network administration, engineering, troubleshooting, security, and design. Relevant technologies and frameworks include network infrastructure management tools and security protocols. A bachelor's degree in Computer Science, Information Technology, or a related field is required, along with relevant certifications such as CCNA or CCNP being a plus. Strong analytical, problem-solving, communication, and collaboration skills are essential."
190,"Job Title: Senior .NET Developer  
Location: Remote, US (eligible candidates must reside in specific states)  
Responsibilities include designing, developing, and supporting client applications using C#, SQL, and JavaScript, ensuring operational stability and resiliency of software applications, participating in design sessions, producing documentation for issue remediation, mentoring team members, and handling on-call duties. Required technical skills include 7 years of programming experience with C#, .NET framework, SQL, and JavaScript; 5 years of design experience with object-oriented techniques and ER data modeling; 5 years of experience with web applications and services, including RESTful techniques; 3 years of experience in unit test suite development; and 2 years of experience with Azure cloud platform. Candidates must demonstrate problem-solving abilities, strong time-management skills, and effective communication across organizational boundaries. A BS/MS in Computer Science or a related field is preferred. Additional qualifications include experience with Azure DevOps/git for build and deployment, familiarity with issue tracking systems like Jira, and knowledge of accounting and financial transaction concepts."
191,"Job Title: Python Developer  
Location: California (Remote)  
Terms: Contract  

Core responsibilities include developing and maintaining RESTful APIs and backend services in Python, utilizing Flask, Datadog, and Celery, as well as designing and implementing Python SDKs for various applications. Required technical skills include proficiency in Python and Object-Oriented programming. Experience with Python dependency management tools such as Pip and Conda is preferred. Familiarity with Jupyter notebooks for data science or machine learning tasks is also advantageous. Additional responsibilities involve managing programmatic job scheduling and data pipelines using tools like Airflow and developing queries for offline databases using technologies such as Presto, Hive, and Spark."
192,"Position: Data Analyst at International Paper, Cedar River Mill. Responsibilities include collaborating with departments to understand needs, developing statistical models for data analysis, communicating findings to stakeholders, optimizing data lakes and engines, and implementing analytical models in production. Required skills: Bachelor's degree in statistics, applied mathematics, Computer Science, or Computer Information Systems; 3+ years of experience in manufacturing; proficiency in data mining, statistical analysis, and building digital twins; familiarity with tools such as Simca, Power BI, Tableau, and Microsoft Excel. Technologies used include Braincube, Simca, PI, PI Vision, and Plant Applications. The role involves managing databases, ensuring data accuracy, supporting data requests, and training power users. The position is full-time with a salary range of $68,300-$91,000."
193,"The Lead Systems Engineer for the Military Displays Division at L3Harris Technologies in Alpharetta, GA, is responsible for overseeing the systems engineering lifecycle, including requirements capture, system design, hardware and software integration, validation, and verification for military and commercial avionics products. Key tasks include generating requirements Traceability Verification Matrices (RTVM), Design Verification Testing (DVT), and Acceptance Test Reports (ATP), as well as creating Interface Definition Documents (IDDs) and Interface Control Drawings (ICDs). Required technical skills include experience with requirements capture tools such as DOORS and JAMA, familiarity with communications protocols (RS-232, ARINC 429, MIL-STD-1553, ARINC 664, ARINC 818), and knowledge of Displays Technology (AMLCDs, OLEDs, LED). The role necessitates collaboration with engineering sub-disciplines and participation in program reviews throughout the product development lifecycle. A Bachelor's Degree and a minimum of 9 years of relevant experience are required, with a preference for candidates holding a graduate degree and additional experience in systems engineering. Familiarity with DO-254, DO-178B/C, DO-160, ARP-4754A, ARP-4761, and MIL-STD-882E processes, as well as the FAA and MIL certification processes, is also preferred. The position may involve up to 10% travel and requires the ability to obtain a Secret Security Clearance."
